Page,Table,Row,Extracted_Row
12,1,5,Community Hospitals North | 7150 Clearvista Dr | Indianapolis | IN | 46256-1695 | BDC | Yes | Hospital
12,1,6,Dupont Hospital | 2520 E Dupont Rd | Fort Wayne | IN | 46825-1675 | BDC | No | Hospital
12,1,7,Eagle Highlands Surg Ctr LLC (ASC) | 6850 Parkdale Pl | Indianapolis | IN | 46254 | BDC | Yes | ASC
12,1,8,Franciscan Health Indianapolis | 8111 S Emerson Ave | Indianapolis | IN | 46237-8601 | BDC+ | No | Hospital
12,1,9,Franciscan Health Indianapolis Orthopedic Hospital | 10777 Illinois St | Carmel | IN | 46032-8972 | BDC | No | Hospital
12,1,10,Franciscan Health Lafayette | 1701 S Creasy Ln | La Fayette | IN | 47905 | BDC+ | No | Hospital
12,1,11,Franciscan Health Michigan City | 3500 Franciscan Way | Michigan City | IN | 46360-0033 | BDC | Yes | Hospital
12,1,12,Franciscan Orthopedic Surgery Center | 10777 Illinois St | Carmel | IN | 46032-8972 | BDC+ | No | ASC
12,1,13,Indiana University Health Arnett Hospital | 5165 McCarty Ln | La Fayette | IN | 47905 | BDC | Yes | Hospital
12,1,14,Indiana University Health Ball Memorial Hospital | 2401 W University Ave | Muncie | IN | 47303-3428 | BDC | Yes | Hospital
12,1,15,Indiana University Health Bloomington Hospital | 2651 E Discovery Pkwy | Bloomington | IN | 47408-9059 | BDC | Yes | Hospital
12,1,16,Indiana University Health North Hospital | 11700 N Meridian St | Carmel | IN | 46032-4656 | BDC | Yes | Hospital
12,1,17,Indiana University Health Saxony Surgery Center LL (ASC) | 13100 E 136th St | Fishers | IN | 46037 | BDC | Yes | ASC
12,1,18,Iu Health Fort Wayne Surgery Center | 4105 Dicke Rd | Fort Wayne | IN | 46804-6135 | BDC | Yes | ASC
12,1,19,Lutheran Hospital of Indiana | 7950 W Jefferson Blvd | Fort Wayne | IN | 46804-4140 | BDC+ | No | Hospital
12,1,20,North Meridian Surgery Center | 13225 N Meridian St | Carmel | IN | 46032-5480 | BDC | No | ASC
12,1,21,Orthoindy Hospital | 1260 Innovation Pkwy | Greenwood | IN | 46143-3604 | BDC | Yes | Hospital
12,1,22,Orthoindy Hospital | 246 E 175th St | Westfield | IN | 46074-8934 | BDC | Yes | Hospital
12,1,23,Orthoindy Hospital | 7950 Ortho Ln | Brownsburg | IN | 46112-9354 | BDC | Yes | Hospital
12,2,1,DESIGNATION
12,2,2,TYPE
12,3,1,CONSUMER
12,3,2,TRANSPARENCY1
12,4,1,CENTER
12,4,2,TYPE2
13,1,1,PROVIDER NAME | ADDRESS | CITY | STATE | ZIP CODE | DESIGNATION TYPE | CONSUMER TRANSPARENCY1 | CENTER TYPE2
13,1,2,Orthoindy Hospital | 8400 Northwest Blvd | Indianapolis | IN | 46278-1381 | BDC+ | Yes | Hospital
13,1,3,Schneck Medical Center | 411 W Tipton St | Seymour | IN | 47274-2363 | BDC | Yes | Hospital
13,1,4,St Mary Medical Center Hobart | 1500 S Lake Park Ave | Hobart | IN | 46342-6638 | BDC | No | Hospital
13,1,5,St Vincent Carmel Hospital | 13500 N Meridian St | Carmel | IN | 46032-1456 | BDC | Yes | Hospital
13,1,6,The Orthopaedic Hospital | 7952 W Jefferson Blvd | Fort Wayne | IN | 46804-4140 | BDC+ | No | Hospital
13,1,7,Labette County Medical Center Cah | 1902 S US Highway 59 | Parsons | KS | 67357 | BDC | No | Hospital
13,1,8,Midwest Surgery Center LC (ASC) | 825 N Hillside St | Wichita | KS | 67214 | BDC | Yes | ASC
13,1,9,NMC Health | 600 Medical Center Dr | Newton | KS | 67114 | BDC | No | Hospital
13,1,10,SALINA REGIONAL HEALTH CENTER | 400 S Santa Fe Ave | Salina | KS | 67401 | BDC+ | Yes | Hospital
13,1,11,Surgicenter of Johnson County | 8800 Ballentine St | Overland Park | KS | 66214-1900 | BDC | No | ASC
13,1,12,University of Kansas Health System St Francis Hptl | 1700 SW 7th St | Topeka | KS | 66606 | BDC | No | Hospital
13,1,13,Baptist Health Lexington | 1740 Nicholasville Rd | Lexington | KY | 40503-1431 | BDC | Yes | Hospital
13,1,14,Lexington Surgery Center (ASC) | 2115 Harrodsburg Road | Lexington | KY | 40504 | BDC+ | No | ASC
13,1,15,Norton Audubon Hospital | 1 Audubon Plaza Dr | Louisville | KY | 40217-1318 | BDC | Yes | Hospital
13,1,16,Norton Brownsboro Hospital | 4960 Norton Healthcare Blvd | Louisville | KY | 40241-2831 | BDC | Yes | Hospital
13,1,17,Norton Womens And Childrens Hospital | 4001 Dutchmans Ln | Louisville | KY | 40207-4714 | BDC | Yes | Hospital
13,1,18,Saint Joseph Health System | 1 Saint Joseph Dr | Lexington | KY | 40504-3742 | BDC+ | No | Hospital
13,1,19,Saint Joseph London | 1001 Saint Joseph Ln | London | KY | 40741-8345 | BDC | Yes | Hospital
13,1,20,St Elizabeth Healthcare | 4900 Houston Rd | Florence | KY | 41042-4824 | BDC | Yes | Hospital
13,1,21,Avala | 67252 Industry Ln | Covington | LA | 70433 | BDC+ | No | Hospital
13,1,22,Baton Rouge General Medical Center | 8585 Picardy Avenue | Baton Rouge | LA | 70809 | BDC | No | Hospital
13,1,23,Lafayette General Medical Center | 1214 Coolidge Boulevard | Lafayette | LA | 70503 | BDC | No | Hospital
13,2,1,DESIGNATION
13,2,2,TYPE
13,3,1,CONSUMER
13,3,2,TRANSPARENCY1
13,4,1,CENTER
13,4,2,TYPE2
14,1,1,PROVIDER NAME | ADDRESS | CITY | STATE | ZIP CODE | DESIGNATION TYPE | CONSUMER TRANSPARENCY1 | CENTER TYPE2
14,1,2,Lafayette Surgical Specialty Hospital | 1101 Kaliste Saloom Rd | Lafayette | LA | 70508 | BDC+ | No | Hospital
14,1,3,Ochsner Medical Center | 1221 South Clearview Parkway | Jefferson | LA | 70121 | BDC | No | Hospital
14,1,4,Our Lady of Lourdes Regional Medical Center | 4801 Ambassador Caffery Parkway | Lafayette | LA | 70508 | BDC | Yes | Hospital
14,1,5,Park Place Surgical Hospital | 4811 Ambassador Caffery Pkwy | Lafayette | LA | 70508 | BDC+ | No | Hospital
14,1,6,Thibodaux Regional Health System | 602 North Acadia Road | Thibodaux | LA | 70301 | BDC+ | Yes | Hospital
14,1,7,Willis-Knighton Bossier Health Center | 2400 Hospital Drive | Bossier City | LA | 71111 | BDC | No | Hospital
14,1,8,Boston Medical Center | One Boston Medical Center Place | Boston | MA | 2118 | BDC | No | Hospital
14,1,9,Brown University Health Saint Anne's Hospital | 795 Middle Street | Fall River | MA | 02721 | BDC | Yes | Hospital
14,1,10,Cape Cod Hospital | 27 Park Street | Hyannis | MA | 2601 | BDC | No | Hospital
14,1,11,Charlton Memorial Hospital | 363 Highland Ave | Fall River | MA | 02720 | BDC | No | Hospital
14,1,12,Lowell General Hospital | 295 Varnum Avenue | Lowell | MA | 1854 | BDC+ | No | Hospital
14,1,13,Mount Auburn Hospital | 330 Mount Auburn Street | Cambridge | MA | 2138 | BDC+ | No | Hospital
14,1,14,Southcoast Hospitals Group - St. Luke's Hospital | 101 Page Street | New Bedford | MA | 02740 | BDC+ | No | Hospital
14,1,15,TIDALHEALTH PENINSULA REGIONAL INC | 100 E CARROLL ST | Salisbury | MD | 21801 | BDC+ | Yes | Hospital
14,1,16,UPPER CHESAPEAKE MEDICAL CENTER | 500 UPPER CHESAPEAKE DR | Bel Air | MD | 21014 | BDC+ | No | Hospital
14,1,17,St Joseph Hospital | 360 Broadway | Bangor | ME | 04401-3979 | BDC | No | Hospital
14,1,18,Ascension Borgess Hospital | 1521 GULL RD | Kalamazoo | MI | 49048 | BDC | No | Hospital
14,1,19,Ascension Providence Hospital-Novi | 47601 Grand River | Novi | MI | 48374 | BDC+ | No | Hospital
14,1,20,BRONSON METHODIST HOSPITAL | 601 JOHN ST | Kalamazoo | MI | 49007 | BDC+ | Yes | Hospital
14,1,21,Henry Ford Health St John Hospital | 22101 MOROSS RD | Detroit | MI | 48236 | BDC | No | Hospital
14,2,1,DESIGNATION
14,2,2,TYPE
14,3,1,CONSUMER
14,3,2,TRANSPARENCY1
14,4,1,CENTER
14,4,2,TYPE2
15,1,1,PROVIDER NAME | ADDRESS | CITY | STATE | ZIP CODE | DESIGNATION TYPE | CONSUMER TRANSPARENCY1 | CENTER TYPE2
15,1,2,Henry Ford Macomb Oakland Hospital | 11800 E 12 MILE RD | Warren | MI | 48093 | BDC+ | No | Hospital
15,1,3,Henry Ford Providence Hospital | 16001 W 9 MILE RD | Southfield | MI | 48075 | BDC+ | No | Hospital
15,1,4,HENRY FORD HOSPITAL | 2799 W Grand Blvd | Detroit | MI | 48202 | BDC | Yes | Hospital
15,1,5,HENRY FORD MACOMB HOSPITAL | 15855 19 MILE RD | Clinton Township | MI | 48038 | BDC | No | Hospital
15,1,6,HENRY FORD WYANDOTTE HOSPITAL | 2333 BIDDLE AVE | Wyandotte | MI | 48192 | BDC | Yes | Hospital
15,1,7,METRO HEALTH HOSPITAL | 5900 Byron Center Ave SW | Wyoming | MI | 49519 | BDC+ | No | Hospital
15,1,8,Abbott Northwestern Hospital An Allina Facility | 800 E 28Th St | Minneapolis | MN | 55407 | BDC+ | No | Hospital
15,1,9,Cuyuna Regional Medical Center | 320 E Main St | Crosby | MN | 56441 | BDC+ | Yes | Hospital
15,1,10,Eagan Orthopedic Surgery Center LLC | 2700 Vikings Cir Ste 300 | Eagan | MN | 55121 | BDC+ | Yes | ASC
15,1,11,Eagan Surgery Center | 2620 Eagan Woods Dr Ste 300 | Eagan | MN | 55121 | BDC+ | No | ASC
15,1,12,M Health Fairview Ridges Hospital | 201 E Nicollet Blvd | Burnsville | MN | 55337 | BDC+ | No | Hospital
15,1,13,M Health Fairview Southdale Hospital | 6401 France Ave S | Edina | MN | 55435 | BDC+ | No | Hospital
15,1,14,M Health Fairview St Johns Hospital | 1575 Beam Ave | Maplewood | MN | 55109 | BDC | No | Hospital
15,1,15,M Health Fairview University of Minnesota Medical Center | 2450 Riverside Ave | Minneapolis | MN | 55454 | BDC+ | No | Hospital
15,1,16,M Health Fairview Woodwinds Hospital | 1925 Woodwinds Dr | Woodbury | MN | 55125 | BDC+ | No | Hospital
15,1,17,Mayo Clinic Health System In Mankato | 1025 Marsh St | Mankato | MN | 56001 | BDC | No | Hospital
15,1,18,Mayo Clinic Hospital Rochester | 1216 2Nd St SW | Rochester | MN | 55902 | BDC | No | Hospital
15,1,19,Ridgeview Medical Center | 500 S Maple St | Waconia | MN | 55387 | BDC+ | Yes | Hospital
15,1,20,ST FRANCIS REGIONAL MEDICAL CENTER | 1455 Saint Francis Ave | Shakopee | MN | 55379 | BDC | No | Hospital
15,1,21,BEACON SURGERY CENTER | 2861 NE INDEPENDENCE AVE STE 101 | LEES SUMMIT | MO | 64064-2379 | BDC | Yes | ASC
15,1,22,Freeman Oakhill Health System | 1102 W 32nd St | Joplin | MO | 64804-3503 | BDC | Yes | Hospital
15,2,1,DESIGNATION
15,2,2,TYPE
15,3,1,CONSUMER
15,3,2,TRANSPARENCY1
15,4,1,CENTER
15,4,2,TYPE2
16,1,1,PROVIDER NAME | ADDRESS | CITY | STATE | ZIP CODE | DESIGNATION TYPE | CONSUMER TRANSPARENCY1 | CENTER TYPE2
16,1,2,Ssm Health Saint Louis University | 1201 S Grand Blvd | Saint Louis | MO | 63104 | BDC | Yes | Hospital
16,1,3,SSM Health St Marys Hospital Jefferson City | 2505 Mission Dr | Jefferson City | MO | 65109 | BDC+ | No | Hospital
16,1,4,St Luke Hospital | 232 S Woods Mill Rd | Chesterfield | MO | 63017-3406 | BDC+ | No | Hospital
16,1,5,Baptist Memorial Hospital Golden Tri | 2520 5th St N | Columbus | MS | 39705 | BDC+ | No | Hospital
16,1,6,Columbus Orthopaedic Outpatien | 640 Leigh Dr | Columbus | MS | 39705 | BDC+ | Yes | ASC
16,1,7,Forrest General Hospital | 6051 US Hwy 49 | Hattiesburg | MS | 39401 | BDC+ | No | Hospital
16,1,8,Madison Physician Surgery Center | 4510 Lakeland Drive | Floowood | MS | 39232 | BDC+ | No | ASC
16,1,9,Merit Health River Oaks | 1030 River Oaks Dr | Flowood | MS | 39232 | BDC+ | Yes | Hospital
16,1,10,Mississippi Baptist Medical Center | 1225 N State St | Jackson | MS | 39202 | BDC+ | No | Hospital
16,1,11,Ocean Springs Hospital | 3109 Bienville Blvd | Ocean Springs | MS | 39564 | BDC+ | Yes | Hospital
16,1,12,Singing River Hospital | 2809 Denny Ave | Pascagoula | MS | 39581 | BDC+ | Yes | Hospital
16,1,13,Billings Clinic | 2800 10Th Ave N | Billings | MT | 59101-0703 | BDC+ | No | Hospital
16,1,14,BOZEMAN HEALTH | 915 Highland Blvd | Bozeman | MT | 59715 | BDC | No | Hospital
16,1,15,BLUE RIDGE SURGERY CENTER | 2308 WESVILL CT | RALEIGH | NC | 27607 | BDC+ | No | ASC
16,1,16,CAROMONT REGIONAL MEDICAL CENTER | 2525 COURT DR | GASTONIA | NC | 28054 | BDC+ | No | Hospital
16,1,17,MOSES H CONE MEMORIAL HOSPITAL | 1200 N Elm St | Greensboro | NC | 27401 | BDC+ | Yes | Hospital
16,1,18,North Carolina Specialty Hospital | 3916 Ben Franklin Blvd | Durham | NC | 27704 | BDC+ | No | Hospital
16,1,19,NORTH CAROLINA BAPTIST HOSPITAL | Medical Center Blvd | Winston Salem | NC | 27157 | BDC+ | No | Hospital
16,1,20,REX HOSPITAL | 4420 LAKE BOONE TRL | RALEIGH | NC | 27607 | BDC+ | Yes | Hospital
16,1,21,WAKEMED CARY HOSPITAL | 1900 Kildaire Farm Rd | Cary | NC | 27518 | BDC+ | No | Hospital
16,1,22,SANFORD MEDICAL CENTER | 300 N 7Th St | Bismarck | ND | 58501 | BDC+ | Yes | Hospital
16,1,23,Chi Health Good Samaritan | 10 E 31st St | Kearney | NE | 68847-2908 | BDC | No | Hospital
16,1,24,Chi Health Immanuel | 6901 N 72nd St | Omaha | NE | 68122-1709 | BDC | No | Hospital
16,1,25,Chi Health St Elizabeth | 555 S 70th St | Lincoln | NE | 68510-2462 | BDC+ | Yes | Hospital
16,1,26,Nebraska Spine Hospital LLC | 6901 N 72nd St Ste 20300 | Omaha | NE | 68122-1755 | BDC+ | No | Hospital
16,2,1,DESIGNATION
16,2,2,TYPE
16,3,1,CONSUMER
16,3,2,TRANSPARENCY1
16,4,1,CENTER
16,4,2,TYPE2
17,1,1,PROVIDER NAME | ADDRESS | CITY | STATE | ZIP CODE | DESIGNATION TYPE | CONSUMER TRANSPARENCY1 | CENTER TYPE2
17,1,2,Orthonebraska Hospital | 2808 S 143rd Plz | Omaha | NE | 68144-5611 | BDC+ | Yes | Hospital
17,1,3,PHELPS MEMORIAL HEALTH CENTER | 1215 Tibbals St | Holdrege | NE | 68949-1255 | BDC | No | Hospital
17,1,4,Parkland Medical Center | 1 Parkland Dr | Derry | NH | 03038-2746 | BDC+ | No | Hospital
17,1,5,Hackensack UMC Palisades | 7600 RIVER RD | North Bergen | NJ | 07047-6217 | BDC | No | Hospital
17,1,6,Hackensack University Medical Center | 30 Prospect Ave | Hackensack | NJ | 07601-1915 | BDC | No | Hospital
17,1,7,JFK University Medical Center | 65 James St | Edison | NJ | 08820-3947 | BDC | No | Hospital
17,1,8,Kennedy Memorial Hospital | 435 HURFFVILLE CROSS KEYS RD | Turnersville | NJ | 08012-2453 | BDC+ | No | Hospital
17,1,9,Ocean University Medical Center | 425 JACK MARTIN BLVD | Brick | NJ | 08724-7732 | BDC+ | No | Hospital
17,1,10,Robert Wood Johnson at Hamilton | 1 Hamilton Health PL | Hamilton | NJ | 08690-3542 | BDC | No | Hospital
17,1,11,Virtua Our Lady of Lourdes Hospital | 1600 HADDON AVE | Camden | NJ | 08103-3101 | BDC+ | Yes | Hospital
17,1,12,Virtua West Jersey Health System | 100 BOWMAN DR | Voorhees | NJ | 08043-9612 | BDC | Yes | Hospital
17,1,13,Northern Nevada Medical Center | 2375 E Prater Way | Sparks | NV | 89434-9641 | BDC+ | No | Hospital
17,1,14,Renown Regional Medical Center | 1155 Mill St | Reno | NV | 89502-1576 | BDC+ | No | Hospital
17,1,15,Spring Valley Medical Center | 5400 S Rainbow Blvd | Las Vegas | NV | 89118-1859 | BDC | No | Hospital
17,1,16,Crouse Hospital | 736 Irving Ave | Syracuse | NY | 13210 | BDC+ | No | Hospital
17,1,17,Highland Hospital | 1000 South Ave | Rochester | NY | 14620 | BDC+ | No | Hospital
17,1,18,Hospital For Special Surgery | 535 E 70th St | New York | NY | 10021-4823 | BDC+ | No | Hospital
17,1,19,Millard Fillmore Suburban Hospital | 1540 MAPLE ROAD | BUFFALO | NY | 14221 | BDC | No | Hospital
17,1,20,New York Pres/Queens | 5645 Main St | Flushing | NY | 11355 | BDC | No | Hospital
17,1,21,Ny Presbyterian Westchester Hospital | 55 Palmer Ave | Bronxville | NY | 10708 | BDC | No | Hospital
17,1,22,Nyu Langone Hospital Brooklyn | 150 55th St | Brooklyn | NY | 11220 | BDC | Yes | Hospital
17,1,23,Nyu Langone Hospitals | 259 1st St | Mineola | NY | 11501 | BDC | Yes | Hospital
17,1,24,Nyu Langone Hospitals | 550 1st Ave | New York | NY | 10016 | BDC | Yes | Hospital
17,1,25,Presbyterian Allen Hosp | 5141 Broadway | New York | NY | 10034 | BDC | No | Hospital
17,2,1,DESIGNATION
17,2,2,TYPE
17,3,1,CONSUMER
17,3,2,TRANSPARENCY1
17,4,1,CENTER
17,4,2,TYPE2
18,1,1,PROVIDER NAME | ADDRESS | CITY | STATE | ZIP CODE | DESIGNATION TYPE | CONSUMER TRANSPARENCY1 | CENTER TYPE2
18,1,2,Rome Memorial Hospital | 1500 N James St | Rome | NY | 13440 | BDC+ | No | Hospital
18,1,3,Specialists One-Day Surgery Center | 5801 E Taft Rd | Syracuse | NY | 13212 | BDC+ | Yes | ASC
18,1,4,St Peter's Hospital | 315 S Manning Blvd | Albany | NY | 12208 | BDC | No | Hospital
18,1,5,St. Joseph's Hospital Health Center | 301 Prospect Ave | Syracuse | NY | 13203 | BDC+ | Yes | Hospital
18,1,6,The New York And Presbyterian Hospital | 525 E 68th St | New York | NY | 10065-4870 | BDC | No | Hospital
18,1,7,Beacon Orthopaedics Surgery Center | 501 E Business Way | Cincinnati | OH | 45241-2365 | BDC+ | Yes | ASC
18,1,8,Bethesda Hospital | 10500 Montgomery Rd | Montgomery | OH | 45242-4402 | BDC+ | No | Hospital
18,1,9,Crystal Clinic Orthopaedic Center LLC | 3557 Embassy Parkway | Akron | OH | 44333 | BDC+ | No | Hospital
18,1,10,Good Samaritan Hospital | 375 Dixmyth Ave | Cincinnati | OH | 45220-2475 | BDC | No | Hospital
18,1,11,Jewish Hospital | 4777 E Galbraith Rd | Cincinnati | OH | 45236-2725 | BDC | No | Hospital
18,1,12,Lake Hospital System | 7590 Auburn Rd | Concord Twp | OH | 44077-9176 | BDC | No | Hospital
18,1,13,Mercy Health St Vincent Medical Center | 2213 Cherry St | Toledo | OH | 43608-2603 | BDC | No | Hospital
18,1,14,Mercy Health West Hospital | 3300 Mercy Health Blvd | Cincinnati | OH | 45211-1103 | BDC | No | Hospital
18,1,15,Mercy Hospital Anderson | 7500 State Rd | Cincinnati | OH | 45255-2439 | BDC | No | Hospital
18,1,16,Mercy Hospital Fairfield | 3000 Mack Rd | Fairfield | OH | 45014-5335 | BDC | No | Hospital
18,1,17,Mercy St Anne Hospital | 3404 W Sylvania Ave | Toledo | OH | 43623-4467 | BDC+ | No | Hospital
18,1,18,Mercy St Charles Hospital | 2600 Navarre Ave | Oregon | OH | 43616-3207 | BDC | No | Hospital
18,1,19,Miami Valley Hospital | 1 Wyoming St | Dayton | OH | 45409-2722 | BDC+ | No | Hospital
18,1,20,Mount Carmel New Albany Surgical Hospital | 7333 Smiths Mill Rd | New Albany | OH | 43054-9291 | BDC | Yes | Hospital
18,1,21,St Anns Hospital | 500 S Cleveland Ave | Westerville | OH | 43081-8971 | BDC | Yes | Hospital
18,1,22,Toledo Hospital | 2142 N Cove Blvd | Toledo | OH | 43606-3895 | BDC | No | Hospital
18,1,23,Uh Ahuja Medical Center | 3999 Richmond Rd | Beachwood | OH | 44122-6046 | BDC+ | No | Hospital
18,1,24,Uh Elyria Medical Center | 630 E River St | Elyria | OH | 44035-5902 | BDC+ | No | Hospital
18,2,1,DESIGNATION
18,2,2,TYPE
18,3,1,CONSUMER
18,3,2,TRANSPARENCY1
18,4,1,CENTER
18,4,2,TYPE2
19,1,1,PROVIDER NAME | ADDRESS | CITY | STATE | ZIP CODE | DESIGNATION TYPE | CONSUMER TRANSPARENCY1 | CENTER TYPE2
19,1,2,Uh Parma Medical Center | 7007 Powers Blvd | Cleveland | OH | 44129-5437 | BDC | No | Hospital
19,1,3,Uh Regional Hospitals Geauga Campus | 13207 Ravenna Rd | Chardon | OH | 44024-7032 | BDC | No | Hospital
19,1,4,Uh Saint John Medical Center | 29000 Center Ridge Rd | Cleveland | OH | 44145-5219 | BDC+ | No | Hospital
19,1,5,West Chester Hospital | 7700 University Dr | West Chester | OH | 45069-2505 | BDC+ | No | Hospital
19,1,6,Wood County Hospital | 950 W Wooster St | Bowling Green | OH | 43402-2603 | BDC | No | Hospital
19,1,7,COMMUNITY HOSPITAL | 3100 SW 89th St | Oklahoma City | OK | 73159 | BDC | No | Hospital
19,1,8,MCBRIDE CLINIC ORTHOPEDIC HOSP | 9600 Broadway Ext | Oklahoma City | OK | 73114 | BDC+ | Yes | Hospital
19,1,9,Oklahoma Surgical Hospital LLC | 2408 E 81ST ST | TULSA | OK | 74137-4215 | BDC+ | No | Hospital
19,1,10,ST ANTHONY HOSPITAL | 1000 N Lee Ave | Oklahoma City | OK | 73102 | BDC+ | Yes | Hospital
19,1,11,Abington Memorial Hospital | 1200 Old York Road | Abington | PA | 19001 | BDC | No | Hospital
19,1,12,AHN Wexford Hospital | 12351 PERRY HIGHWAY | WEXFORD | PA | 15090 | BDC+ | Yes | Hospital
19,1,13,Allegheny General Hospital | 320 E North Ave | Pittsburgh | PA | 15212 | BDC | Yes | Hospital
19,1,14,Allegheny General Hospital | 320 E North Ave | Pittsburgh | PA | 15212 | BDC+ | Yes | Hospital
19,1,15,DOYLESTOWN HOSPITAL | 595 West State Street | Doylestown | PA | 18901 | BDC | No | Hospital
19,1,16,Ephrata Community Hospital | 169 Martin Ave | Ephrata | PA | 17522 | BDC+ | No | Hospital
19,1,17,Forbes Hospital | 2570 Haymaker Road | Monroeville | PA | 15146 | BDC | Yes | Hospital
19,1,18,Forbes Hospital | 2570 Haymaker Road | Monroeville | PA | 15146 | BDC+ | Yes | Hospital
19,1,19,Geisinger Community Med Ctr | 1800 Mulberry St | Scranton | PA | 18510 | BDC | No | Hospital
19,1,20,Geisinger Medical Center | 100 N Academy Ave | Danville | PA | 17822 | BDC | No | Hospital
19,1,21,Geisinger Wyoming Valley Medical Center | 1000 EAST MOUNTAIN BOULEVARD | WILKES BARRE | PA | 18711 | BDC | No | Hospital
19,1,22,HERITAGE VALLEY SEWICKLEY | 720 Blackburn Rd | Sewickley | PA | 15143 | BDC+ | Yes | Hospital
19,1,23,Jefferson Health Northeast | 380 North Oxford Valley Road | Langhorne | PA | 19047 | BDC+ | No | Hospital
19,1,24,Jefferson Regional Medical Center | 565 Coal Valley Road | Jefferson Hills | PA | 15025 | BDC | Yes | Hospital
19,2,1,DESIGNATION
19,2,2,TYPE
19,3,1,CONSUMER
19,3,2,TRANSPARENCY1
19,4,1,CENTER
19,4,2,TYPE2
20,1,1,PROVIDER NAME | ADDRESS | CITY | STATE | ZIP CODE | DESIGNATION TYPE | CONSUMER TRANSPARENCY1 | CENTER TYPE2
20,1,2,Jefferson Regional Medical Center | 565 Coal Valley Road | Jefferson Hills | PA | 15025 | BDC+ | Yes | Hospital
20,1,3,Lancaster General Hospital | 555 N Duke St | Lancaster | PA | 17602 | BDC | No | Hospital
20,1,4,Lancaster General Hospital | 555 N Duke St | Lancaster | PA | 17602 | BDC+ | No | Hospital
20,1,5,Lansdale Hospital | 100 Medical Campus Drive | Lansdale | PA | 19446 | BDC+ | No | Hospital
20,1,6,Lewistown Hospital | 400 Highland Ave | Lewistown | PA | 17044 | BDC | No | Hospital
20,1,7,MAIN LINE HOSPITALS INC - BRYN MAWR | 130 South Bryn Mawr Ave | Bryn Mawr | PA | 19010 | BDC | No | Hospital
20,1,8,OSS Orthopaedic Hospital LLC | 1861 Powder Mill Rd | York | PA | 17402 | BDC | No | Hospital
20,1,9,OSS Orthopaedic Hospital LLC | 1861 Powder Mill Rd | York | PA | 17402 | BDC+ | No | Hospital
20,1,10,Presbyterian Medical Center | 51 N 39th St | Philadelphia | PA | 19104 | BDC | No | Hospital
20,1,11,Riddle Memorial Hospital | 1068 West Baltimore Pk | Media | PA | 19063 | BDC | No | Hospital
20,1,12,Rothman Orthopaedic Specialty Hospital | 3300 Tillman Drive | Bensalem | PA | 19020 | BDC+ | No | Hospital
20,1,13,SAINT VINCENT HEALTH CENTER | 232 W 25th St | Erie | PA | 16544 | BDC | Yes | Hospital
20,1,14,SAINT VINCENT HEALTH CENTER | 232 W 25th St | Erie | PA | 16544 | BDC+ | Yes | Hospital
20,1,15,ST LUKES HOSPITAL ANDERSON CAMPUS | 1872 ST LUKES BOULEVARD | EASTON | PA | 18045 | BDC | No | Hospital
20,1,16,Thomas Jefferson University Hospitals Inc | 111 SOUTH 11TH STREET | PHILADELPHIA | PA | 19107 | BDC | No | Hospital
20,1,17,UPMC Hanover | 300 Highland Ave | Hanover | PA | 17331 | BDC | Yes | Hospital
20,1,18,UPMC Pinnacle Hospitals | 111 S Front St | Harrisburg | PA | 17101 | BDC | No | Hospital
20,1,19,UPMC Pinnacle Hospitals | 111 S Front St | Harrisburg | PA | 17101 | BDC+ | Yes | Hospital
20,1,20,UPMC Pinnacle Hospitals | 1995 Technology Pkwy | Mechanicsburg | PA | 17050 | BDC | Yes | Hospital
20,1,21,UPMC Pinnacle Hospitals | 4300 Londonderry Rd | Harrisburg | PA | 17109 | BDC | Yes | Hospital
20,1,22,Wellspan Gettysburg Hospital | 147 Gettys Street | Gettysburg | PA | 17325 | BDC | No | Hospital
20,1,23,WellSpan Chambersburg Hospital | 112 N 7th St | Chambersburg | PA | 17201 | BDC | No | Hospital
20,2,1,DESIGNATION
20,2,2,TYPE
20,3,1,CONSUMER
20,3,2,TRANSPARENCY1
20,4,1,CENTER
20,4,2,TYPE2
21,1,1,PROVIDER NAME | ADDRESS | CITY | STATE | ZIP CODE | DESIGNATION TYPE | CONSUMER TRANSPARENCY1 | CENTER TYPE2
21,1,2,WellSpan Surgery and Rehabilitation Hospital | 55 Monument Rd | York | PA | 17403 | BDC | No | Hospital
21,1,3,York Hospital | 1001 S George St | York | PA | 17405 | BDC | No | Hospital
21,1,4,ANMED HEALTH | 800 N FANT ST | ANDERSON | SC | 29621 | BDC | Yes | Hospital
21,1,5,BEAUFORT MEMORIAL HOSPITAL | 955 RIBAUT RD | BEAUFORT | SC | 29902 | BDC | No | Hospital
21,1,6,BON SECOURS ST FRANCIS XAVIER HOSPITA | 2095 Henry Tecklenburg Dr | Charleston | SC | 29414 | BDC | No | Hospital
21,1,7,CHAPIN ORTHOPEDIC SURGERY CENTER | 106 ELLETT RD | CHAPIN | SC | 29036 | BDC+ | Yes | ASC
21,1,8,Charleston Surgery Center | 2690 Lake Park Dr | North Charleston | SC | 29406 | BDC | No | ASC
21,1,9,Conway Medical Center | 300 Singleton Ridge Rd | Conway | SC | 29526 | BDC+ | No | Hospital
21,1,10,East Cooper Medical Center | 2000 HOSPITAL DR | MOUNT PLEASANT | SC | 29464 | BDC | No | Hospital
