Hospital,CCN,State,453,454,455,456,457,458,459,460,471,472,473
Jps Health Network,45S039,TX,"$12,060 ","$11,271 ","$11,689 ","$11,076 ","$11,380 ","$12,038 ","$9,089 ","$10,704 ","$8,361 ","$8,510 ","$8,631 "
Daughters Of Charity Health Services Of Waco/depaul Center,45S042,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Northeast Baptist Hospital,45S058,TX,"$14,494 ","$13,926 ","$14,512 ","$14,262 ","$14,947 ","$15,449 ","$14,192 ","$15,022 ","$14,265 ","$14,444 ","$14,424 "
Pampa Regional Medical Center,45S099,TX,"$8,559 ","$8,225 ","$8,582 ","$8,415 ","$8,829 ","$9,136 ","$8,374 ","$8,870 ","$8,414 ","$8,523 ","$8,517 "
Wadley Regional Medical Center,45S200,TX,"$10,625 ","$10,211 ","$10,653 ","$10,446 ","$10,960 ","$11,340 ","$10,395 ","$11,010 ","$10,445 ","$10,580 ","$10,572 "
Harris Health - Ben Taub Psych,45S289,TX,"$7,976 ","$7,524 ","$7,852 ","$8,094 ","$8,055 ","$7,783 ","$7,762 ","$8,134 ","$7,628 ","$7,732 ","$7,671 "
Oakbend Medical Center,45S330,TX,"$8,823 ","$8,323 ","$8,686 ","$8,954 ","$8,910 ","$8,610 ","$8,586 ","$8,998 ","$8,439 ","$8,553 ","$8,486 "
Baptist Beaumont Hospital,45S346,TX,"$6,145 ","$5,905 ","$6,161 ","$6,042 ","$6,339 ","$6,559 ","$6,012 ","$6,368 ","$6,041 ","$6,119 ","$6,115 "
Medical City Behavioral Health Mckinney,45S403,TX,"$14,689 ","$14,159 ","$14,781 ","$14,251 ","$14,128 ","$15,103 ","$14,220 ","$14,638 ","$14,559 ","$14,774 ","$14,648 "
Matagorda Regional Medical Center,45S465,TX,"$4,941 ","$4,776 ","$5,005 ","$4,991 ","$4,966 ","$5,210 ","$4,438 ","$5,088 ","$4,696 ","$4,597 ","$4,446 "
Wilson N Jones Regional Medical Center,45S469,TX,"$11,360 ","$10,982 ","$11,508 ","$11,475 ","$11,419 ","$11,981 ","$10,204 ","$11,700 ","$10,798 ","$10,569 ","$10,222 "
The Medical Center Of Southeast Texas,45S518,TX,"$8,785 ","$8,443 ","$8,809 ","$8,637 ","$9,063 ","$9,377 ","$8,595 ","$9,104 ","$4,942 ","$8,226 ","$9,880 "
Texas Health Springwood Behavioral Health Hospital,45S639,TX,"$35,111 ","$33,735 ","$35,155 ","$34,548 ","$36,207 ","$37,425 ",$0 ,"$36,388 ","$34,557 ","$34,989 ","$34,942 "
"Scenic Mountain Medical Center, A Steward Family Hospital",45S653,TX,"$9,824 ","$9,441 ","$9,850 ","$9,659 ","$10,134 ","$10,485 ","$9,611 ","$10,180 ","$9,657 ","$9,782 ","$9,775 "
University Of Texas Health Science Center At Tyler,45S690,TX,"$11,527 ","$11,112 ","$11,600 ","$11,184 ","$11,087 ","$11,853 ","$11,159 ","$11,488 ","$11,426 ","$11,594 ","$11,496 "
Texas Health Presbyterian Hospital Plano,45S771,TX,"$35,111 ","$33,735 ","$35,155 ","$34,548 ","$36,207 ","$37,425 ",$0 ,"$36,388 ","$34,557 ","$34,989 ","$34,942 "
Peterson Regional Medical Center,45T007,TX,"$7,344 ","$7,967 ","$8,268 ","$7,058 ","$6,965 ","$7,070 ","$5,928 ","$6,544 ","$5,874 ","$5,845 ","$5,606 "
Ut Southwestern University Hospital,45T044,TX,"$20,105 ","$19,316 ","$20,130 ","$19,782 ","$20,732 ","$21,430 ","$19,686 ","$20,836 ","$19,787 ","$20,035 ","$20,008 "
Chi St. Luke's Health Brazosport,45T072,TX,"$10,666 ","$10,250 ","$10,695 ","$10,487 ","$11,003 ","$11,385 ","$10,435 ","$11,053 ","$10,486 ","$10,621 ","$10,614 "
Baylor Scott & White Medical Center - Irving,45T079,TX,"$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 "
Titus Regional Medical Center,45T080,TX,"$6,167 ","$6,392 ","$5,887 ","$6,592 ","$6,524 ","$6,652 ","$5,150 ","$5,793 ","$4,216 ","$4,508 ","$4,335 "
Fort Duncan Regional Medical Center,45T092,TX,"$10,470 ","$9,877 ","$10,308 ","$10,626 ","$10,574 ","$10,218 ","$10,190 ","$10,679 ","$10,014 ","$10,150 ","$10,071 "
Hca Houston Healthcare Southeast,45T097,TX,"$14,791 ","$14,211 ","$14,809 ","$14,554 ","$15,253 ","$15,765 ","$14,483 ","$23,460 ","$14,557 ","$14,739 ","$14,720 "
Baylor Scott & White Medical Center Hillcrest,45T101,TX,"$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 "
Las Palmas Del Sol Healthcare,45T107,TX,"$16,511 ","$15,864 ","$16,531 ","$16,246 ","$17,026 ","$17,599 ","$16,167 ","$17,112 ","$16,250 ","$16,454 ","$16,431 "
South Texas Health System,45T119,TX,"$9,427 ","$8,893 ","$9,280 ","$9,567 ","$9,520 ","$9,199 ","$9,174 ","$9,614 ","$9,016 ","$9,139 ","$9,067 "
Medical Center Hospital,45T132,TX,"$8,352 ","$8,026 ","$8,374 ","$8,211 ","$8,615 ","$8,914 ","$8,171 ","$8,655 ","$8,210 ","$8,316 ","$8,310 "
Detar Healthcare System,45T147,TX,"$10,238 ","$10,000 ","$10,101 ","$10,875 ","$10,252 ","$10,936 ","$8,767 ","$9,401 ","$8,005 ","$7,697 ","$7,635 "
Chi St. Luke's Health Baylor College Of Medicine Medical Center,45T193,TX,"$14,207 ","$13,653 ","$14,245 ","$13,968 ","$14,656 ","$15,164 ","$13,899 ","$14,723 ","$13,967 ","$14,147 ","$14,137 "
Northwest Healthcare System,45T209,TX,"$11,244 ","$10,607 ","$11,070 ","$11,411 ","$11,356 ","$10,973 ","$10,943 ","$11,468 ","$10,755 ","$10,901 ","$10,815 "
Chi St Luke's Health Memorial Lufkin,45T211,TX,"$9,763 ","$9,382 ","$9,789 ","$9,598 ","$10,071 ","$10,420 ","$9,551 ","$10,117 ","$9,597 ","$9,721 ","$9,714 "
Baptist St. Anthony's Hospital,45T231,TX,"$11,851 ","$11,389 ","$11,883 ","$11,652 ","$12,225 ","$12,649 ","$11,594 ","$12,281 ","$11,650 ","$11,801 ","$11,793 "
Reba Mcentire Center For Rehabilitation,45T324,TX,"$14,135 ","$13,334 ","$13,915 ","$14,345 ","$14,275 ","$13,794 ","$13,756 ","$14,416 ","$13,519 ","$13,703 ","$13,595 "
Huntsville Memorial Hospital,45T347,TX,"$9,366 ","$9,001 ","$9,391 ","$9,209 ","$9,662 ","$9,997 ","$9,163 ","$9,706 ","$9,208 ","$9,327 ","$9,320 "
Hunt Regional Healthcare,45T352,TX,"$5,642 ","$6,881 ","$7,184 ","$5,932 ","$6,866 ","$7,340 ","$6,911 ","$7,114 ","$7,076 ","$7,180 ","$7,119 "
Houston Methodist Hospital,45T358,TX,"$17,137 ","$16,469 ","$17,183 ","$16,849 ","$17,678 ","$18,291 ","$16,766 ","$17,759 ","$16,847 ","$17,065 ","$17,052 "
St David's Medical Center,45T431,TX,"$15,453 ","$14,847 ","$15,473 ","$15,206 ","$15,936 ","$16,472 ","$15,131 ","$16,016 ","$15,209 ","$15,400 ","$15,379 "
Texas Health Presbyterian Hospital Dallas,45T462,TX,"$35,111 ","$33,735 ","$35,155 ","$34,548 ","$36,207 ","$37,425 ",$0 ,"$36,388 ","$34,557 ","$34,989 ","$34,942 "
Cecil R. Bomar Rehabilitation Center,45T508,TX,"$4,514 ","$8,013 ","$8,365 ","$4,745 ","$7,995 ","$8,547 ","$6,031 ","$8,284 ","$8,239 ","$8,361 ","$8,290 "
Baylor Scott & White Medical Center - Grapevine,45T563,TX,"$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 "
Hca Houston Healthcare Clear Lake,45T617,TX,"$12,580 ","$12,087 ","$12,596 ","$12,379 ","$12,973 ","$13,409 ","$12,318 ","$19,202 ","$12,382 ","$12,537 ","$12,520 "
Hca Houston Healthcare Northwest,45T638,TX,"$14,606 ","$14,034 ","$14,624 ","$14,372 ","$15,062 ","$15,569 ","$14,302 ","$22,843 ","$14,376 ","$14,556 ","$14,536 "
Hca Houston Healthcare West,45T644,TX,"$13,808 ","$13,266 ","$13,825 ","$13,587 ","$14,239 ","$14,718 ","$13,520 ","$24,415 ","$13,590 ","$13,760 ","$13,741 "
Medical City Dallas,45T647,TX,"$17,067 ","$16,451 ","$17,174 ","$16,559 ","$16,415 ","$17,549 ","$16,522 ","$17,008 ","$16,917 ","$17,166 ","$17,020 "
Medical City Plano,45T651,TX,"$16,395 ","$15,804 ","$16,499 ","$15,907 ","$15,769 ","$16,858 ","$15,872 ","$16,339 ","$16,251 ","$16,491 ","$16,350 "
Odessa Regional Medical Center,45T661,TX,"$6,556 ","$6,300 ","$6,573 ","$6,445 ","$6,763 ","$6,997 ","$6,414 ","$6,794 ","$6,445 ","$6,528 ","$6,523 "
Medical City Lewisville,45T669,TX,"$14,562 ","$14,036 ","$14,653 ","$14,128 ","$14,006 ","$14,973 ","$14,096 ","$14,512 ","$14,433 ","$14,646 ","$14,522 "
Hca Houston Healthcare Tomball,45T670,TX,"$13,842 ","$13,299 ","$13,859 ","$13,620 ","$14,274 ","$14,754 ","$13,554 ","$22,084 ","$13,624 ","$13,794 ","$13,775 "
Medical City Fort Worth,45T672,TX,"$15,165 ","$14,618 ","$15,260 ","$14,713 ","$14,586 ","$15,593 ","$14,681 ","$15,113 ","$15,031 ","$15,253 ","$15,123 "
Medical City Arlington,45T675,TX,"$14,732 ","$14,201 ","$14,825 ","$14,293 ","$14,170 ","$15,148 ","$14,262 ","$14,681 ","$14,602 ","$14,818 ","$14,692 "
Rio Grande Regional Hospital,45T711,TX,"$13,958 ","$13,411 ","$13,976 ","$13,734 ","$14,394 ","$14,878 ","$13,667 ","$14,466 ","$13,738 ","$13,910 ","$13,891 "
Palestine Regional Medical Center,45T747,TX,"$6,308 ","$6,161 ","$6,223 ","$6,700 ","$6,316 ","$6,737 ","$5,401 ","$5,792 ","$4,932 ","$4,742 ","$4,704 "
Hca Houston Healthcare Kingwood,45T775,TX,"$14,606 ","$14,034 ","$14,624 ","$14,372 ","$15,062 ","$15,569 ","$14,302 ","$22,843 ","$14,376 ","$14,556 ","$14,536 "
Corpus Christi Medical Center,45T788,TX,"$11,975 ","$11,505 ","$11,990 ","$11,783 ","$12,349 ","$12,764 ","$11,725 ","$12,410 ","$11,786 ","$11,933 ","$11,917 "
Christus St Michael Rehabilitation Hospital,45T801,TX,"$11,981 ","$11,511 ","$11,996 ","$11,789 ","$12,355 ","$12,770 ","$11,731 ","$12,417 ","$11,792 ","$11,939 ","$11,923 "
St. Luke's The Woodlands Hospital,45T862,TX,"$12,422 ","$11,937 ","$12,455 ","$12,213 ","$12,814 ","$13,258 ","$12,153 ","$12,872 ","$12,211 ","$12,369 ","$12,360 "
"Doctors Hospital At Renaissance, Ltd",45T869,TX,"$12,977 ","$12,469 ","$12,993 ","$12,769 ","$13,382 ","$13,833 ","$12,707 ","$13,449 ","$12,772 ","$12,932 ","$12,915 "
Kindred Hospital Houston Medical Center,45TA23,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Cornerstone Specialty Hospitals Austin,45TA34,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Kindred Hospital Houston Nw,45TA39,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Post Acute Medical At Luling Llc,45TA62,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Kindred Hospital Sugar Land,45TA80,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Post Acute Medical At Victoria Llc,45TA94,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Pam Specialty Hospital Of New Braunfels,45TB06,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Kindred Hospital Dallas Central,45TB08,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Citizens Medical Center County Of Victoria,45U023,TX,"$7,208 ","$6,800 ","$7,096 ","$7,315 ","$7,280 ","$7,034 ","$7,015 ","$7,352 ","$6,894 ","$6,988 ","$6,933 "
Christus Good Shepherd Medical Center,45U032,TX,"$8,824 ","$8,478 ","$8,835 ","$8,682 ","$9,099 ","$9,405 ","$8,640 ","$9,145 ","$8,684 ","$8,793 ","$8,781 "
Rolling Plains Memorial Hospital,45U055,TX,"$4,441 ","$4,337 ","$4,381 ","$4,717 ","$4,446 ","$4,743 ","$3,803 ","$4,077 ","$3,472 ","$3,338 ","$3,311 "
Texas Health Arlington Memorial Hospital,45U064,TX,"$35,111 ","$33,735 ","$35,155 ","$34,548 ","$36,207 ","$37,425 ",$0 ,"$36,388 ","$34,557 ","$34,989 ","$34,942 "
Anson General Hospital,45U078,TX,"$17,588 ","$16,995 ","$17,642 ","$17,471 ","$17,925 ","$18,948 ","$14,567 ","$17,562 ","$15,999 ","$15,448 ","$14,901 "
Christus Spohn Health System Corporation,45U082,TX,"$12,743 ","$12,243 ","$12,759 ","$12,539 ","$13,141 ","$13,583 ","$12,478 ","$13,207 ","$12,542 ","$12,699 ","$12,682 "
Knapp Medical Center,45U128,TX,"$9,797 ","$9,415 ","$9,823 ","$9,632 ","$10,106 ","$10,457 ","$9,585 ","$10,152 ","$9,631 ","$9,755 ","$9,748 "
Permian Regional Medical Center,45U144,TX,"$7,729 ","$7,468 ","$7,752 ","$7,677 ","$7,877 ","$8,326 ","$6,401 ","$7,717 ","$7,031 ","$6,788 ","$6,548 "
Val Verde Regional Medical Center,45U154,TX,"$5,166 ","$4,994 ","$5,233 ","$5,218 ","$5,192 ","$5,448 ","$4,640 ","$5,320 ","$4,910 ","$4,806 ","$4,648 "
Mission Hospital Inc,45U176,TX,"$8,619 ","$8,283 ","$8,642 ","$8,474 ","$8,892 ","$9,200 ","$8,433 ","$8,932 ","$8,473 ","$8,583 ","$8,577 "
Paris Regional Medical Center,45U196,TX,"$11,839 ","$11,440 ","$11,875 ","$11,760 ","$12,066 ","$12,754 ","$8,757 ","$10,558 ","$9,619 ","$9,287 ","$8,958 "
Christus Santa Rosa Health Care Corporation,45U237,TX,"$11,588 ","$11,134 ","$11,602 ","$11,402 ","$11,950 ","$12,352 ","$11,347 ","$12,009 ","$11,405 ","$11,548 ","$11,532 "
Bellville Medical Center,45U253,TX,"$10,759 ","$10,396 ","$10,791 ","$10,687 ","$10,964 ","$11,590 ","$8,910 ","$10,742 ","$9,787 ","$9,449 ","$9,115 "
Texas Health Stephenville,45U351,TX,"$35,111 ","$33,735 ","$35,155 ","$34,548 ","$36,207 ","$37,425 ",$0 ,"$36,388 ","$34,557 ","$34,989 ","$34,942 "
Childress Regional Medical Center,45U369,TX,"$6,882 ","$7,466 ","$7,749 ","$6,615 ","$6,527 ","$6,626 ","$5,556 ","$6,133 ","$5,505 ","$5,477 ","$5,254 "
Columbus Community Hospital,45U370,TX,"$5,599 ","$5,380 ","$5,606 ","$5,509 ","$5,774 ","$5,968 ","$5,482 ","$5,803 ","$5,511 ","$5,580 ","$5,572 "
Dallas Medical Center Llc,45U379,TX,"$7,240 ","$6,957 ","$7,259 ","$7,118 ","$7,468 ","$7,727 ","$7,083 ","$7,502 ","$7,117 ","$7,209 ","$7,204 "
Eastland Memorial Hospital,45U411,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Glen Rose Medical Center,45U451,TX,"$18,200 ","$17,486 ","$18,223 ","$17,908 ","$18,768 ","$19,399 ","$17,821 ","$18,862 ","$17,913 ","$18,137 ","$18,112 "
Stephens Memorial Hospital,45U498,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Palo Pinto General Hospital,45U565,TX,"$4,510 ","$4,334 ","$4,522 ","$4,434 ","$4,652 ","$4,814 ","$4,412 ","$4,674 ","$4,434 ","$4,491 ","$4,488 "
Christus Health Southeast Texas,45U573,TX,"$14,065 ","$13,514 ","$14,082 ","$13,840 ","$14,504 ","$14,992 ","$13,772 ","$14,577 ","$13,843 ","$14,016 ","$13,997 "
Seymour Hospital,45U586,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Lake Granbury Medical Center,45U596,TX,"$21,637 ","$21,134 ","$21,347 ","$22,981 ","$21,665 ","$23,111 ","$18,528 ","$19,867 ","$16,916 ","$16,265 ","$16,135 "
Nocona General Hospital,45U641,TX,"$8,300 ","$7,976 ","$8,322 ","$8,160 ","$8,562 ","$8,859 ","$8,120 ","$8,601 ","$8,159 ","$8,265 ","$8,259 "
Freestone Medical Center,45U658,TX,"$10,980 ","$10,552 ","$11,009 ","$10,795 ","$11,326 ","$11,719 ","$10,742 ","$11,378 ","$10,794 ","$10,933 ","$10,925 "
Dallas Regional Medical Center,45U688,TX,"$15,303 ","$14,706 ","$15,344 ","$15,045 ","$15,786 ","$16,333 ","$14,971 ","$15,858 ","$15,044 ","$15,238 ","$15,227 "
El Campo Memorial Hospital,45U694,TX,"$6,104 ","$5,758 ","$6,009 ","$6,195 ","$6,165 ","$5,957 ","$5,940 ","$6,226 ","$5,838 ","$5,918 ","$5,871 "
Covenant Hospital Levelland,45U755,TX,"$17,506 ","$16,875 ","$17,616 ","$16,985 ","$16,838 ","$18,000 ","$16,947 ","$17,446 ","$17,680 ","$17,940 ","$17,788 "
Harlingen Medical Center,45U855,TX,"$7,285 ","$7,001 ","$7,305 ","$7,163 ","$7,515 ","$7,776 ","$7,127 ","$7,550 ","$7,162 ","$7,254 ","$7,249 "
Ut Health East Texas Rehabilitation Hospital,45Y072,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Memorial Hermann Surgical Hospital Kingwood,670005,TX,"$9,308 ","$8,943 ","$9,319 ","$9,159 ","$9,598 ","$9,921 ","$9,114 ","$9,646 ","$9,161 ","$9,276 ","$9,263 "
The Hospital At Westlake Medical Center,670006,TX,"$5,308 ","$17,440 ","$19,638 ","$17,340 ","$16,219 ","$28,315 ","$17,255 ","$22,104 ","$5,218 ","$5,285 ","$5,282 "
Houston Physicians' Hospital,670008,TX,"$9,110 ","$8,806 ","$9,228 ","$9,202 ","$9,157 ","$9,607 ","$8,183 ","$9,382 ","$8,659 ","$8,475 ","$8,197 "
Baylor Scott & White The Heart Hospital - Plano,670025,TX,"$12,230 ","$12,230 ","$12,230 ","$12,230 ","$12,230 ","$12,230 ","$12,230 ","$12,230 ","$12,230 ","$12,230 ","$12,230 "
St. Luke's Patients Medical Center,670031,TX,"$12,422 ","$11,937 ","$12,455 ","$12,213 ","$12,814 ","$13,258 ","$12,153 ","$12,872 ","$12,211 ","$12,369 ","$12,360 "
Baylor Scott & White Medical Center - Round Rock,670034,TX,"$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 "
Cedar Park Regional Medical Center,670043,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Texas Health Hospital Rockwall,670044,TX,"$35,111 ","$33,735 ","$35,155 ","$34,548 ","$36,207 ","$37,425 ",$0 ,"$36,388 ","$34,557 ","$34,989 ","$34,942 "
North Central Surgical Center,670049,TX,"$11,861 ","$11,861 ","$11,861 ","$11,861 ","$11,861 ","$11,861 ","$11,861 ","$11,861 ","$11,861 ","$11,861 ","$11,861 "
St. Luke's Sugar Land Hospital,670053,TX,"$12,422 ","$11,937 ","$12,455 ","$12,213 ","$12,814 ","$13,258 ","$12,153 ","$12,872 ","$12,211 ","$12,369 ","$12,360 "
Foundation Surgical Hospital Of San Antonio,670054,TX,"$14,494 ","$13,926 ","$14,512 ","$14,262 ","$14,947 ","$15,449 ","$14,192 ","$15,022 ","$14,265 ","$14,444 ","$14,424 "
St Luke's Lakeside Hospital,670059,TX,"$12,422 ","$11,937 ","$12,455 ","$12,213 ","$12,814 ","$13,258 ","$12,153 ","$12,872 ","$12,211 ","$12,369 ","$12,360 "
Baylor Scott & White Medical Center - Sunnyvale,670060,TX,"$10,062 ","$10,062 ","$10,062 ","$10,062 ","$10,062 ","$10,062 ","$10,062 ","$10,062 ","$10,062 ","$10,062 ","$10,062 "
Baylor Scott & White Emergency Hospital,670062,TX,"$10,431 ","$10,431 ","$10,431 ","$10,431 ","$10,431 ","$10,431 ","$10,431 ","$10,431 ","$10,431 ","$10,431 ","$10,431 "
Baylor Scott & White Orthopedic And Spine Hospital,670067,TX,"$11,861 ","$11,861 ","$11,861 ","$11,861 ","$11,861 ","$11,861 ","$11,861 ","$11,861 ","$11,861 ","$11,861 ","$11,861 "
Texas Health Presbyterian Hospital Flower Mound,670068,TX,"$35,111 ","$33,735 ","$35,155 ","$34,548 ","$36,207 ","$37,425 ",$0 ,"$36,388 ","$34,557 ","$34,989 ","$34,942 "
Methodist Mckinney Hospital,670069,TX,"$27,978 ","$26,887 ","$28,053 ","$27,507 ","$28,861 ","$29,862 ","$27,372 ","$28,993 ","$27,504 ","$27,859 ","$27,839 "
Texas Health Heart & Vascular Hospital,670071,TX,"$35,111 ","$33,735 ","$35,155 ","$34,548 ","$36,207 ","$37,425 ",$0 ,"$36,388 ","$34,557 ","$34,989 ","$34,942 "
Methodist Hospital For Surgery,670073,TX,"$29,121 ","$27,985 ","$29,199 ","$28,631 ","$30,040 ","$31,082 ","$28,490 ","$30,178 ","$28,628 ","$28,998 ","$28,977 "
St Lukes Hospital At The Vintage,670075,TX,"$12,422 ","$11,937 ","$12,455 ","$12,213 ","$12,814 ","$13,258 ","$12,153 ","$12,872 ","$12,211 ","$12,369 ","$12,360 "
Baylor Scott & White Surgical Hospital At Sherman,670076,TX,"$10,062 ","$10,062 ","$10,062 ","$10,062 ","$10,062 ","$10,062 ","$10,062 ","$10,062 ","$10,062 ","$10,062 ","$10,062 "
Baptist Neighborhood Hospital,670078,TX,"$13,045 ","$12,533 ","$13,061 ","$12,836 ","$13,452 ","$13,904 ","$12,773 ","$13,519 ","$12,839 ","$12,999 ","$12,982 "
Seton Medical Center Harker Heights,670080,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Baylor Scott & White Medical Center - Mckinney,670082,TX,"$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 ","$11,762 "
Texas Health Alliance,670085,TX,"$35,111 ","$33,735 ","$35,155 ","$34,548 ","$36,207 ","$37,425 ",$0 ,"$36,388 ","$34,557 ","$34,989 ","$34,942 "
Baylor Scott & White Medical Center - College Station,670088,TX,"$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 "
"Lancaster Regional Hospital, Lp",670090,TX,"$21,231 ","$20,028 ","$20,902 ","$21,546 ","$21,442 ","$20,719 ","$20,663 ","$21,654 ","$20,307 ","$20,583 ","$20,421 "
Resolute Baptist Hospital,670098,TX,"$14,763 ","$14,184 ","$14,781 ","$14,526 ","$15,224 ","$15,736 ","$14,455 ","$15,300 ","$14,530 ","$14,712 ","$14,692 "
Ad Hospital East Llc,670102,TX,"$7,344 ","$7,967 ","$8,268 ","$7,058 ","$6,965 ","$7,070 ","$5,928 ","$6,544 ","$5,874 ","$5,845 ","$5,606 "
Medical City Alliance,670103,TX,"$14,658 ","$14,129 ","$14,750 ","$14,221 ","$14,098 ","$15,071 ","$14,189 ","$14,607 ","$14,529 ","$14,743 ","$14,618 "
Hca Houston Healthcare Pearland,670106,TX,"$13,637 ","$13,102 ","$13,654 ","$13,418 ","$14,063 ","$14,535 ","$13,353 ","$22,515 ","$13,422 ","$13,589 ","$13,571 "
Baylor Scott & White Emergency Hospital,670107,TX,"$10,431 ","$10,431 ","$10,431 ","$10,431 ","$10,431 ","$10,431 ","$10,431 ","$10,431 ","$10,431 ","$10,431 ","$10,431 "
Baylor Scott & White Medical Center - Marble Falls,670108,TX,"$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 "
Baytown Medical Center Lp,670109,TX,"$10,116 ","$9,721 ","$10,142 ","$9,945 ","$10,435 ","$10,797 ","$9,896 ","$10,482 ","$9,944 ","$10,073 ","$10,065 "
Legent Orthopedic + Spine,670112,TX,"$16,392 ","$15,801 ","$16,495 ","$14,785 ","$10,240 ","$10,947 ","$14,752 ","$15,186 ","$10,552 ","$15,327 ","$15,197 "
Wise Health System,670116,TX,"$15,393 ","$14,521 ","$15,154 ","$15,621 ","$15,545 ","$15,021 ","$14,980 ","$15,699 ","$14,723 ","$14,922 ","$14,805 "
The Hospitals Of Providence Transmountain Campus,670120,TX,"$17,229 ","$16,554 ","$17,251 ","$16,953 ","$17,767 ","$18,365 ","$16,871 ","$17,856 ","$16,958 ","$17,170 ","$17,146 "
Houston Methodist The Woodlands Hospital,670122,TX,"$14,879 ","$14,298 ","$14,918 ","$14,628 ","$15,348 ","$15,880 ","$14,556 ","$15,418 ","$14,626 ","$14,816 ","$14,805 "
The Hospitals Of Providence Horizon City Campus,670124,TX,"$14,596 ","$14,024 ","$14,614 ","$14,362 ","$15,052 ","$15,558 ","$14,292 ","$15,127 ","$14,365 ","$14,545 ","$14,526 "
Methodist Southlake Medical Center,670132,TX,"$15,092 ","$14,504 ","$15,133 ","$14,838 ","$15,569 ","$16,109 ","$14,765 ","$15,640 ","$14,837 ","$15,028 ","$15,018 "
Altus Houston Hospital Lp,670135,TX,"$6,744 ","$6,481 ","$6,762 ","$6,630 ","$6,957 ","$7,198 ","$6,598 ","$6,988 ","$6,629 ","$6,715 ","$6,710 "
Baylor Scott & White Medical Center - Austin,670136,TX,"$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 ","$11,180 "
Ascension Seton Bastrop,670143,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Caprock Hospital,670259,TX,"$6,582 ","$6,209 ","$6,480 ","$6,679 ","$6,647 ","$6,423 ","$6,405 ","$6,713 ","$6,295 ","$6,381 ","$6,331 "
Texas Health Hospital Frisco,670260,TX,"$35,111 ","$33,735 ","$35,155 ","$34,548 ","$36,207 ","$37,425 ",$0 ,"$36,388 ","$34,557 ","$34,989 ","$34,942 "
Legent Orthopedic Hospital Carrollton,670265,TX,"$16,530 ","$15,934 ","$16,634 ","$14,268 ","$13,510 ","$14,442 ","$14,237 ","$14,656 ","$13,922 ","$14,792 ","$14,666 "
Townsen Memorial Hospital,670266,TX,"$6,744 ","$6,481 ","$6,762 ","$6,630 ","$6,957 ","$7,198 ","$6,598 ","$6,988 ","$6,629 ","$6,715 ","$6,710 "
